gene	genename	zscore	effect_size	pvalue	pred_perf_R2	pred_perf_pval	n_snps_used	n_snps_in_model
ENSG00000163817	SLC6A20	23.5287855925386	1.41688578060572	0	0.0193727657561312	0.03611020413481	7	7
ENSG00000121807	CCR2	7.98662542950684	0.946053207734291	1.33226762955019e-15	0.037	0.00381975580833866	4	4
ENSG00000068650	ATP11A	-7.84604376898494	-0.736259179078967	4.21884749357559e-15	0.065	0.000103702556126792	16	16
ENSG00000185499	MUC1	7.68292000571012	0.266218286222125	1.55431223447522e-14	0.152626149779495	1.07634404699119e-09	9	9
ENSG00000262372	CR936218.1	7.59367822399835	1.06339450050857	3.10862446895044e-14	0.0170559865903891	0.0493878487833205	2	3
ENSG00000269392	AC008655.2	-7.2769863326991	-0.775784717602308	3.41282557769773e-13	0.0223844023037898	0.0241694715897019	5	5
ENSG00000131398	KCNC3	7.09264204581532	0.0745825582696761	1.31583632878574e-12	0.531763860230711	6.13963835193504e-39	7	8
ENSG00000089127	OAS1	6.89740234223481	0.748662453666149	5.29620791667185e-12	0.114	2.01721138615135e-07	20	20
ENSG00000131400	NAPSA	-6.81890811587546	-0.383116542545925	9.17355080787274e-12	0.0395876343283096	0.00260090762906137	13	14
ENSG00000186868	MAPT	-6.75278329533642	-0.146519965810526	1.45035095044932e-11	0.0829377428505815	1.03943087591818e-05	8	8
ENSG00000163820	FYCO1	6.69254217110034	0.233120384847933	2.19326778960749e-11	0.0510894167259921	0.000600933839535341	3	3
ENSG00000237945	LINC00649	-6.54268546862784	-0.0891630785224354	6.04238881152241e-11	0.324707521799293	6.07530068558938e-21	4	4
ENSG00000223799	IL10RB-DT	6.41017334341514	0.363821255102018	1.45354173142209e-10	0.122248692909511	6.28402994496724e-08	6	8
ENSG00000176920	FUT2	6.35718309528743	0.309410747324294	2.05486960780377e-10	0.041	0.00232475683749855	14	14
ENSG00000211456	SACM1L	6.31625580719795	0.604890091297588	2.67976307810613e-10	0.033	0.00587723616163512	45	46
ENSG00000108379	WNT3	-6.28558674423271	-0.160860387174208	3.26617621837499e-10	0.126	4.04151747832821e-08	17	19
ENSG00000236234	AC091132.2	6.25329601673439	0.408932836814605	4.01879418632234e-10	0.018	0.0441012599559733	40	42
ENSG00000129910	CDH15	6.07731630954372	0.109992779765377	1.22210552788715e-09	0.139806305839107	6.07591550638453e-09	25	27
ENSG00000238083	LRRC37A2	-5.93683441547121	-0.0794722028808868	2.90577872874564e-09	0.487413909435272	1.6911992497312e-34	24	28
ENSG00000272501	AL662844.4	5.93429495804798	0.0600001489325797	2.95110869075188e-09	0.398580383852616	1.20156219993922e-26	19	20
ENSG00000104388	RAB2A	5.9180957226533	0.136808238677659	3.25690407976253e-09	0.19224882057567	4.41026628227428e-12	6	6
ENSG00000204525	HLA-C	5.8409874680975	0.0517688699967262	5.18923082282186e-09	0.546223404917542	1.77762934221244e-40	35	38
ENSG00000175164	ABO	5.73681514815361	0.0728620014892598	9.64734514496968e-09	0.228133033441433	2.44651722909937e-14	20	20
ENSG00000259803	SLC22A31	5.5836340773095	0.0858177486608425	2.35544033166946e-08	0.255721439213674	3.8576751214997e-16	30	33
ENSG00000273102	AP000569.1	-5.57090536861439	-0.459990873146874	2.53418954709872e-08	0.062	0.000152863872466089	3	3
ENSG00000267344	AC003070.1	5.38758831350906	0.317858627076519	7.14093899567558e-08	0.03	0.009114322478828	33	33
ENSG00000205015	LINC02138	-5.31459972948102	-0.358405083253976	1.06892027673666e-07	0.064	0.000116850798066449	4	4
ENSG00000214401	KANSL1-AS1	-5.26313993071091	-0.0708835255198747	1.4161571004756e-07	0.517859220704584	1.67323430108172e-37	14	24
ENSG00000204536	CCHCR1	5.16237815820929	0.0539901196353351	2.43832081192608e-07	0.564	2.86464432676968e-42	62	66
ENSG00000183625	CCR3	-5.09951726966711	-0.251238016854711	3.40520802000199e-07	0.0826859709235557	1.07351982183084e-05	6	6
ENSG00000172057	ORMDL3	-5.06492153865951	-0.0627200993050508	4.08568594068015e-07	0.42950329494756	3.05390732450065e-29	6	6
ENSG00000267673	FDX2	-5.0356463864135	-0.487426076450695	4.76239014002289e-07	0.0264175520498336	0.014220750572354	4	4
ENSG00000267198	AC091132.4	4.95761601796407	0.103857525812111	7.13634281002129e-07	0.26846389690442	5.39982970245192e-17	1	2
ENSG00000105397	TYK2	4.94578948932587	0.184894761911046	7.58358777996904e-07	0.0819817076881824	1.17490071724816e-05	9	9
ENSG00000227782	AC002553.1	-4.94471966970994	-0.317153055246457	7.62535133258524e-07	0.0250443451089047	0.0170220415646695	7	7
ENSG00000168487	BMP1	4.90027392884245	0.0927356092028493	9.57031246251461e-07	0.119502094093031	9.02618837056082e-08	16	16
ENSG00000223552	CCR5AS	-4.83472592089085	-0.233358764831354	1.33329206120081e-06	0.106	5.76951887726777e-07	6	6
ENSG00000073605	GSDMB	-4.81781670154238	-0.0714274428364707	1.45137607865387e-06	0.457	1.51865721748236e-31	41	44
ENSG00000141027	NCOR1	-4.80837344695181	-0.268130404225606	1.52163309308229e-06	0.0392029784136492	0.00273202143178292	8	8
ENSG00000111331	OAS3	4.79895521673551	0.0941284196187614	1.5949544904803e-06	0.111131580176905	2.70713917795718e-07	33	34
ENSG00000241837	ATP5PO	4.78462872115317	0.0926703142061688	1.71303687257485e-06	0.174	6.13024927139532e-11	59	59
ENSG00000142002	DPP9	-4.71742282093406	-0.137133113305878	2.38850963252268e-06	0.140886582247992	5.2557688423591e-09	12	13
ENSG00000131484	AC091132.1	4.71153491466208	0.0905316973532518	2.45857963876439e-06	0.234922591213091	8.9276125950511e-15	25	28
ENSG00000164663	USP49	-4.56536545715497	-0.170286006395318	4.98624911382528e-06	0.218	1.24924798043274e-13	3	4
ENSG00000161405	IKZF3	4.56414419511061	0.179727187130605	5.01535999175573e-06	0.0342276997856586	0.00517062787306198	18	19
ENSG00000162944	RFTN2	-4.53764101318082	-0.119047995767848	5.68869908024183e-06	0.0826438076519692	1.07933639070671e-05	5	5
ENSG00000142973	CYP4B1	4.52271187388861	0.249659211548571	6.10523227195792e-06	0.036	0.00426916504985658	22	22
ENSG00000256628	ZBTB11-AS1	-4.52258717405777	-0.0855697982915196	6.10883140894636e-06	0.192923464250147	4.00785642871393e-12	15	16
ENSG00000159110	IFNAR2	-4.49442896096647	-0.128983655309616	6.97568852969788e-06	0.114370969373041	1.77136409434827e-07	27	28
ENSG00000112787	FBRSL1	-4.43040306988773	-0.141024459892216	9.40571177521221e-06	0.17	1.11724359012151e-10	53	54
ENSG00000105376	ICAM5	-4.41695987350174	-0.163913605423712	1.00098803617055e-05	0.193267908295441	3.8166728763563e-12	10	10
ENSG00000162913	OBSCN-AS1	4.37828420930948	0.0776060100041733	1.19617297478225e-05	0.28537178697727	3.77582394729175e-18	12	12
ENSG00000173207	CKS1B	4.36695779463374	0.239821598117855	1.25989060746345e-05	0.0176455562904264	0.0455862497926444	7	7
