gene	genename	zscore	effect_size	pvalue	pred_perf_R2	pred_perf_pval	n_snps_used	n_snps_in_model
ENSG00000203710	CR1	12.2418361339952	0.261417171629841	0	0.0972660082132692	0.000120373437314057	3	3
ENSG00000120885	CLU	-8.0837838984412	-0.310588015512631	6.66133814775094e-16	0.0503358141865348	0.0062975589540948	12	14
ENSG00000159640	ACE	-7.90699065777866	-0.168799486946601	2.66453525910038e-15	0.105	6.72874953528735e-05	63	66
ENSG00000186567	CEACAM19	7.75416996539252	0.110848220254674	8.88178419700125e-15	0.236562896562635	4.22210214345711e-10	9	9
ENSG00000266903	AC243964.3	7.49631412574439	0.0857574967550058	6.57252030578093e-14	0.447877711250193	1.94498195704033e-20	3	3
ENSG00000204290	BTNL2	7.40638430714292	0.198076626542296	1.29896093881143e-13	0.078	0.000649126404113696	112	139
ENSG00000030582	GRN	-7.02652210774184	-0.124277533933182	2.1174173525651e-12	0.115620955686057	2.51205887345668e-05	19	20
ENSG00000270761	AL355353.1	-6.93344605444745	-0.261636416702307	4.1071590572983e-12	0.0341488739218925	0.0250443744656236	6	6
ENSG00000237541	HLA-DQA2	-6.81231026771932	-0.145969833349713	9.6043173414273e-12	0.469106597796972	1.10820570992674e-21	5	11
ENSG00000158864	NDUFS2	-6.69991886044393	-0.120565472453601	2.08535411161392e-11	0.0742055556467611	0.000844082589153068	18	18
ENSG00000213413	PVRIG	-6.69064781717956	-0.0909545632274772	2.22184493026134e-11	0.121795390817524	1.47635038477829e-05	8	8
ENSG00000073008	PVR	-6.61653178071908	-0.193754731385314	3.67723629324246e-11	0.15015739800683	1.24137808892417e-06	6	6
ENSG00000103510	KAT8	-6.4594255490241	-0.0819972001792717	1.05101261027585e-10	0.180977138751457	7.81943156551455e-08	9	9
ENSG00000166997	CNPY4	-6.41452355165652	-0.216128839945065	1.41263889474885e-10	0.141306531827556	2.70570138871616e-06	8	10
ENSG00000066923	STAG3	-6.31311500047669	-0.120453229031906	2.73474132228557e-10	0.129991203528141	7.26243648552905e-06	6	7
ENSG00000221838	AP4M1	-6.26483264235951	-0.15101013106609	3.73226116678893e-10	0.0507644480648125	0.00607350844408764	4	4
ENSG00000234327	AC012146.1	-6.21883112418298	-0.124160205113066	5.00872010533726e-10	0.27795007390041	6.87513847039169e-12	6	6
ENSG00000169592	INO80E	6.12377652471734	0.10650598483539	9.13830344728694e-10	0.135027003586768	4.68548374028933e-06	7	8
ENSG00000166128	RAB8B	-6.06579924374517	-0.504349485346731	1.31299060512902e-09	0.061	0.00265374353222677	12	12
ENSG00000170684	ZNF296	-5.80499866393233	-0.166516332734034	6.43665165611651e-09	0.0648903751089608	0.00184773212947756	7	7
ENSG00000198087	CD2AP	5.78542465635611	0.770513002122525	7.23293736015762e-09	0.0625929691465133	0.00224159450636813	4	4
ENSG00000250616	AC012645.1	5.60512156878565	0.308361998495537	2.08108843491317e-08	0.0359038092689481	0.0215270058145191	5	6
ENSG00000214401	KANSL1-AS1	-5.58973516072686	-0.0674864954336145	2.27416194764629e-08	0.585370603333229	1.64089176391725e-29	12	27
ENSG00000149930	TAOK2	5.50750510974172	0.348589787776929	3.63954850701731e-08	0.0430788774267405	0.0116519301956224	3	3
ENSG00000176681	LRRC37A	-5.46691842616861	-0.0545091564525391	4.579266588145e-08	0.610700593313569	1.66456502521343e-31	3	9
ENSG00000103642	LACTB	5.38673978367341	0.127170383601528	7.17471908551204e-08	0.148171411206189	1.47933181677695e-06	2	2
ENSG00000260304	AC009088.2	5.32018725430689	0.197168424094628	1.03660502182024e-07	0.073	0.000950058997585027	38	44
ENSG00000178226	PRSS36	-5.30928026497907	-0.111055573676844	1.10058983038286e-07	0.17441561303444	1.418741929327e-07	4	4
ENSG00000161929	SCIMP	5.24140546692691	0.121805278302743	1.59358112039598e-07	0.0768903706022151	0.000673355923573827	7	7
ENSG00000196126	HLA-DRB1	5.22850442019823	0.10917370417136	1.70886749195631e-07	0.433	1.77167893913191e-19	70	127
ENSG00000108556	CHRNE	5.22820516302788	0.0937721461572056	1.71163516249351e-07	0.228118925715137	9.53553908165484e-10	8	8
ENSG00000283632	EXOC3L2	-5.22565040690734	-0.831931291491665	1.73543981851765e-07	0.037	0.0202713135308943	5	5
ENSG00000108219	TSPAN14	5.22436169210734	0.247016450527391	1.74756891624384e-07	0.078	0.000656843920768897	23	25
ENSG00000138442	WDR12	5.20116623732059	0.208739727755915	1.98041862686793e-07	0.0491780904161116	0.00694527383376099	7	7
ENSG00000012061	ERCC1	-5.18144969780145	-0.136464473027932	2.20167967635021e-07	0.111	3.97535310549384e-05	57	63
ENSG00000174939	ASPHD1	-5.03358223691724	-0.43843802358393	4.81398160445679e-07	0.0823729016966236	0.000424258672510527	2	2
ENSG00000099817	POLR2E	4.9957961764786	0.111788640697046	5.85935212127353e-07	0.167729462015673	2.592845852461e-07	6	7
ENSG00000070756	PABPC1	4.99478153682423	3.73932391052808	5.89024060637655e-07	0.09	0.000237977893836526	3	7
ENSG00000154124	OTULIN	4.94968553459119	1.87864058770719	7.43334869657275e-07	0.0283496845487918	0.0414927141219276	1	2
ENSG00000238083	LRRC37A2	-4.93446296422537	-0.066164384448454	8.03715939134975e-07	0.682399896174937	6.14425777127593e-38	2	5
ENSG00000145217	SLC26A1	-4.91994442776546	-0.0609119907817856	8.65687879825217e-07	0.152604383290471	9.99704740875867e-07	2	2
ENSG00000185829	ARL17A	-4.90617042830261	-0.108004728744035	9.28718344672674e-07	0.36268917584379	7.09842518298762e-16	2	5
ENSG00000185294	SPPL2C	-4.89136791061711	-0.370579383123213	1.00137585445914e-06	0.029	0.0395603884685498	25	32
ENSG00000225190	PLEKHM1	-4.87951799076275	-0.219841086170848	1.06345422867804e-06	0.198663597189444	1.53753227592226e-08	4	5
ENSG00000139629	GALNT6	-4.84072675083957	-0.141253060247483	1.29365151235739e-06	0.133958255655572	5.14297631832797e-06	7	8
ENSG00000271855	AC073195.1	4.83811646252624	0.143785652453334	1.3107533429757e-06	0.0734474815574434	0.000899676420781454	10	11
ENSG00000237640	AC004522.3	-4.82643111707096	-0.134617202749623	1.39001439869446e-06	0.0944176185893982	0.000153272310122165	7	7
ENSG00000103356	EARS2	4.68845705495783	0.0680730321992806	2.75272666594439e-06	0.281	5.93716448004357e-12	10	10
ENSG00000204709	LINC01556	4.67983720466923	0.109482853255624	2.87102794538363e-06	0.0649494863164016	0.00183856959184765	10	10
ENSG00000181135	ZNF707	4.67612123672234	0.443588451509654	2.92351809982883e-06	0.0767910552950509	0.000679009809284853	2	2
ENSG00000130270	ATP8B3	4.66094924334939	0.280875464202002	3.14754344432622e-06	0.0475063860743189	0.00800110480274886	4	4
ENSG00000091536	MYO15A	4.65412866888242	0.119690591722454	3.25353595642675e-06	0.197537874850441	1.70680648474823e-08	7	7
ENSG00000277566	AC089999.2	-4.63924050632911	-0.689716332884214	3.4969191147205e-06	0.0389944215620062	0.0165112248519328	1	1
ENSG00000167397	VKORC1	4.59662425275664	0.188147012999096	4.29390952683129e-06	0.045	0.0103784419588906	20	23
ENSG00000274678	AC106886.3	-4.55435770669566	-0.657930078091832	5.25458779510046e-06	0.0308852004126345	0.0332404615790822	6	6
ENSG00000167840	ZNF232	-4.45735308029194	-0.0581188207933541	8.29778697464256e-06	0.277503176229826	7.19609460503333e-12	29	30
ENSG00000232692	AP001596.1	4.39436431309833	0.260073655972005	1.11097368744595e-05	0.0677067947212127	0.00145807420522789	7	7
ENSG00000260911	AC135050.3	-4.38658373927751	-0.145263051982592	1.15144847359083e-05	0.146948373681702	1.64778221768137e-06	5	7
ENSG00000158793	NIT1	-4.37323668281159	-0.390115609474343	1.22417878389847e-05	0.051	0.00592412070864884	14	14
ENSG00000241106	HLA-DOB	-4.35900596394074	-0.0364699987976742	1.30654552652487e-05	0.504289886423912	7.41862392642266e-24	13	14
ENSG00000232748	AC135050.1	4.32567078177262	0.258113114241011	1.52068397705207e-05	0.062	0.00253691889634461	6	6
ENSG00000103496	STX4	4.31736159291486	0.10464184214377	1.57905361608535e-05	0.156	7.89995027120838e-07	8	10
ENSG00000261195	AC027130.1	4.3111735054357	0.0597558520002792	1.62390417455249e-05	0.180387782769543	8.25060438757677e-08	13	13
ENSG00000103550	KNOP1	-4.31104577009886	-0.041658936106473	1.62484265444629e-05	0.372332088336839	2.32067666889139e-16	6	6
ENSG00000260136	AC008915.2	-4.30956774479005	-0.264676970555869	1.63573946880824e-05	0.0953504760897026	0.000141616915235241	2	2
